Subfolder,Filename,DealNumber,Kind,NorthHand,EastHand,SouthHand,WestHand,Dealer,Student,Auction,Contract,Declarer,Lead,Analysis
100Deals,deal011.html,11,BID+NEXT,S:K82 H:754 D:K9542 C:Q3,S:JT97 H:KQT6 D:J6 C:J54,S:A63 H:A92 D:A87 C:A976,S:Q54 H:J83 D:QT3 C:KT82,East,South,pass 1NT | pass 2NT pass 3NT | pass pass pass | pass pass pass,3NT,South,C2,"[show S]\nYou are South and it is your bid. Decide what you would say, then click on <b>BID</b>. [BID 1NT]\nAces and Spaces is the description you often hear about this hand. But the REAL description is 16 points, balanced. So you open 1NT. Partner replies 2NT. What do you bid now? [BID 3NT]\n[show NS]\nPartner is INVITING you to bid 3NT. If you have 17 points you should bid 3NT. If you have 15 points you should pass.\nWith 16 points you must make a judgement. This one is actually easy, despite the negative sound of ""Aces and Spaces"". In strength terms Aces are undervalued. Instead of being worth 4 points they are actually worth about 4.3 points. So you really do have a 17 point hand, and you bid 3NT.\nSouth plays 3NT. West leads the !C2.\nMake a Plan, then click NEXT. [NEXT]\n<b>South plays 3NT. West leads the !C2.</b>\nWinner count: !S 2 : !H 1 : !D 2 : !C 1 : Total = 6\nWow. Things do look a little Acey/Spacey. If the !Ds are 3-2, which is likely, you can establish 2 tricks there. You need one more and the best hope is the !CQ. There is a very good chance that West led from the !CK. So with a brief prayer to Brigidda (the Goddess of Bridge) you put up the !CQ. It wins the trick.\nNow you are on cruise-control. Play a !D to the !DA. Play another !D back to dummy's !DK (both defenders follow). Now a third !D sets up the rest of the suit.\nClick NEXT to see the full deal. [NEXT]\n[RESET]\n[show NESW]\nAs you can see your plan was the only way to make the contract."
100Deals,deal012.html,12,BID+NEXT+ROTATE,S:85 H:J762 D:83 C:AKQ43,S:J96 H:KQT9 D:K5 C:JT87,S:AK72 H:A83 D:AQ72 C:62,S:QT43 H:54 D:JT964 C:95,South,South,1NT | pass 2C pass 2S | pass 3NT pass pass | pass pass pass,3NT,South,DJ,"[show S]\nYou are South and it is your bid. Decide what you would say, then click on <b>BID</b>. [BID 2!C]\nDespite the great !C suit, you have a 4-card Major. It is your duty to first seek an 8-card Major fit, so you bid 2!C (Stayman). Partner replies 2!S. What do you bid? [BID 3NT]\n[show NS]\nWell, that wasn't the Major suit you were hoping for.\nBut with 11 points you have enough for game, so you bid 3NT.\nNorth would play 3NT.\nClick [ROTATE]\n[PLAY N:SA,N:SK,N:S7,N:S2,N:HA,N:H8,N:H3,N:DA,N:DQ,N:D7,N:D2,N:C6,N:C2,S:S8,S:S5,S:HJ,S:H7,S:H6,S:H2,S:D8,S:D3,S:CA,S:CK,S:CQ,S:C4,S:C3]\nSouth plays 3NT. West leads !DJ, East plays !DK.\nMake a Plan, then click NEXT. [NEXT]\n<b>South plays 3NT. West leads !DJ, East plays !DK.</b>\nWinners: !S 2 : !H 1 : !D 2 : !C 3 : Total = 8\nThanks to the opening lead you get an extra !D winner. Well, since the finesse would have worked it really isn't extra, it's just nice to know about it early. You need to find one more winner and the !C suit beckons. A 3-3 split would be very nice, but a 4-2 is more likely. Even with a 4-2 split you can still make your fifth !C good - but you must be careful with entries.\nSince you have no immediate problem in any suit you can afford to give up the lead. So you play the !C2 from your hand and the !C3 from dummy. In other words, you duck a !C. Somebody will win this trick cheaply and no doubt play another !D. You don't mind at all - you win the !DQ, the !S A K, the !HA and dummy's !C A K Q 4, all of which are good.\nClick NEXT to see the full deal. [NEXT]\n[RESET]\n[show NESW]\nDucking the first !C is the only way to make the contract.\nIf you played a high !C first you would never have an entry back to dummy. You would have been forced to try to get there with the !HJ but as you can see, that wouldn't work.\nIf you had just played the !Cs from the top you would have made an overtrick when they split 3-3, but gone down when they split 4-2. Making an overtrick about 40% of the time is a high price to pay for going down the other 60%."
100Deals,deal013.html,13,BID+NEXT+ROTATE,S: H:T965 D:AT9643 C:Q72,S:K3 H:A8742 D:J82 C:964,S:AJT7542 H: D:75 C:AKJT,S:Q986 H:KQJ3 D:KQ C:853,South,South,1S | pass 1NT pass 4S | pass pass pass,4S,South,HK,"[show S]\nYou are South and it is your bid. Decide what you would say, then click on <b>BID</b>. [BID 1NT]\n[show NS]\nThis is awkward. With 8 points you must respond, but you cannot bid a new suit at the 2-level without 11 or more. Although you are far from balanced you must say 1NT.\nYou might as well not have worried. Partner jumps to 4!S and you pass.\nNorth would play 4!S.\nClick [ROTATE]\n[PLAY N:SA,N:SJ,N:ST,N:S7,N:S5,N:S4,N:S2,N:D7,N:D5,N:CA,N:CK,N:CJ,N:CT,S:HT,S:H9,S:H6,S:H5,S:DA,S:DT,S:D9,S:D6,S:D4,S:D3,S:CQ,S:C7,S:C2]\nSouth plays 4!S. West leads the !HK.\nMake a Plan, then click NEXT. [NEXT]\n<b>South plays 4!S. West leads the !HK.</b>\nLosers: !S ? : !H 0 : !D 1 : !C 0 : Total = ?\nThat 1 !D loser is definite. So instead of guessing how many !S losers you have, just approach it from the viewpoint that you can afford 2 but not 3.\nIf the missing !Ss split 3-3 then your life is easy. You play !SA, then any !S. Win their return and play any !S. The defense can win two !Ss but no more.\nIt's when the !Ss are splitting 4-2 that you must be careful. If somebody has !S K Q 9 3 for example you will go down. The one important distribution to guard against is a doubleton honor in one hand. In this case your second !S play must be a <b>LOW</b> !S. When this drives out one honor your !S J 10 can insure that only one more trick is lost.\nClick NEXT to see the full deal. [NEXT]\n[RESET]\n[show NESW]\nIf your second !S play is the !SJ East will win the !SK and West will be able to take two more tricks with his !S Q 9 because you have the !S 10 7 left.\nBut if your second !S play is a small !S East will win the !SK and you will be left with the !S J 10 to deal with West's !S Q 9, holding him to just one more trick."
100Deals,deal014.html,14,BID+NEXT+ROTATE,S:A74 H:KT953 D:J53 C:Q3,S:Q85 H:A74 D:QT96 C:K82,S:K63 H:QJ D:AK42 C:AT64,S:JT92 H:862 D:87 C:J975,South,South,1NT | pass 3H pass 3NT | pass pass pass,3NT,South,SJ,"[show S]\nYou are South and it is your bid. Decide what you would say, then click on <b>BID</b>.\n<i>You and partner do NOT play Jacoby Transfer Bids</i>. [BID 3!H]\n[show NS]\nWith 11 points you know you want to reach game since partner has at least 15. However, you aren't sure at this point just which game to reach. If you knew partner held 3!Hs you'd choose 4!H since you would have an 8-card Major fit. On the other hand, if you knew partner had only a doubleton !H you would choose 3NT, which would probably be better. So you jump to 3!H. This bid tells partner to ""Pick a Game"". \nHe picks 3NT.\nNorth would play 3NT.\nClick [ROTATE]\n[PLAY N:SK,N:S6,N:S3,N:HQ,N:HJ,N:DA,N:DK,N:D4,N:D2,N:CA,N:CT,N:C6,N:C4,S:SA,S:S7,S:S4,S:HK,S:HT,S:H9,S:H5,S:H3,S:DJ,S:D5,S:D3,S:CQ,S:C3]\nSouth plays 3NT. West leads the !SJ.\nMake a Plan, then click NEXT. [NEXT]\n<b>South plays 3NT. West leads the !SJ.</b>\nWinner count: !S 2 : !H 0 : !D 2 : !C 1 : Total = 5\nAlthough the !D and !C suits offer the possibility for creating a winner it is evident that you really need to bring in the !Hs. By driving out the !HA you will establish the 4 winners that you need. The problem is that when you play !HQ then !HJ a good defender will hold up his !HA. You could get to dummy with the !SA and continue !Hs, but you would no longer have a sure entry to get back to those winners.\nThere is an almost foolproof plan. Win the first trick with your !SK (saving dummy's !SA). Lead !HQ, then !HJ, <b>OVERTAKING WITH DUMMY'S</b> !HK. Now continue the !H10 driving out the !HA. You will be able to reach the !H tricks with the !SA.\nClick NEXT to see the full deal. [NEXT]\n[RESET]\n[show NESW]\nAs you can see, if you don't play the !Hs as suggested East can prevent you from reaching Dummy in either !Cs or !Ds."
100Deals,deal015.html,15,BID+NEXT,S:954 H:T873 D:AQ62 C:75,S:62 H:52 D:T753 C:A8432,S:A73 H:KJ964 D:KJ C:QJT,S:KQJT8 H:AQ D:984 C:K96,South,South,1H | 1S 2H pass pass | pass pass pass,2H,South,SK,"[show S]\nYou are South and it is your bid. Decide what you would say, then click on <b>BID</b>. [BID 1!H]\n[show NS]\nYou may not have had a problem with this opening bid, but be assured that many would. The hand meets all the requirements for an opening 1NT bid, balanced distribution and 16 points. So lots of good players would open 1NT. However, there is the question of the 5-card Major. Another group of good players don't open 1NT when their hand contains a 5-card Major.\nSo let us agree that either could be right and say that you chose 1!H. West overcalls 1!S, partner says 2!H and you pass.\nSouth plays 2!H. West leads the !SK.\nMake a Plan, then click NEXT. [NEXT]\n<b>South plays 2!H. West leads the !SK.</b>\nLosers: !S 2 : !H 2 : !D 0 : !C 2 : Total = 6\nYou might get lucky in the trump suit and only lose one trick, but you can't count on it. Dummy's !D suit has two extra winners, but there is the problem of transportation. By the time you get to enjoy those two winners you might have already lost six tricks.\nOne thing should be crystal clear. If you now lead a trump the defenders will win and cash 2 !Ss. You can avoid this by waiting on the trumps and playing !DK, then overtake the !DJ with dummy's !DQ. Then play !DA and discard a !S. Now from dummy you can lead a !H and perhaps play your !HK but even if it loses you will still make the contract.\nClickfor the full deal. [NEXT]\n[RESET]\n[show NESW]\nIt shouldn't have come as a surprise that West held both !H A Q, after all he is the one who overcalled.\nMake sure you visualize how the play would have gone if you had played a trump to the second trick. When you see clearly the bad things that are likely to happen you will look harder for a remedy. When confronted with a hand such as this many beginning (or careless) players just automatically start trying to pull trumps. And many times they go down on hands that could have been made."
100Deals,deal016.html,16,BID+NEXT+ROTATE,S:95 H:A742 D:5 C:KQT983,S:8762 H:J D:AKJ8 C:7642,S:AK3 H:K865 D:9762 C:AJ,S:QJT4 H:QT93 D:QT43 C:5,South,South,1NT | pass 2C pass 2H | pass 4H pass pass | pass pass pass,4H,South,SQ,"[show S]\nYou are South and it is your bid. Decide what you would say, then click on <b>BID</b>. [BID 2!C]\nIt is tempting to bid 3NT and hope partner can use your !C suit. But you have something very important in your hand - a 4-card !H suit.\nSo you bid 2!C. (Stayman, not your !C suit!) Partner replies 2!H. What do you say next? [BID 4!H]\n[show NS]\nHe who knows, goes. You have 11 points and 4 !Hs. Partner has at least 15 points and 4 !Hs. So you bid the game. \nNorth would play 4!H.\nClick [ROTATE]\n[PLAY N:SA,N:SK,N:S3,N:HK,N:H8,N:H6,N:H5,N:D9,N:D7,N:D6,N:D2,N:CA,N:CJ,S:S9,S:S5,S:HA,S:H7,S:H4,S:H2,S:D5,S:CK,S:CQ,S:CT,S:C9,S:C8,S:C3]\nSouth plays 4!H. West leads the !SQ.\nMake a Plan, then click NEXT. [NEXT]\n<b>South plays 4!H. West leads the !SQ.</b>\nLosers: !S 0 : !H 1 or 2 : !D 1 : !C 0 : Total = 2 or 3\nThis PLAN looks awfully simple. Win the !S, play !HA, !HK, then give up a !H. When you get back in run the !Cs.\nBut when you play the second high !H East shows out.\nMake another Plan, then click NEXT. [NEXT]\n<b>South plays 4!H. West leads the !SQ.</b>\nLet's start over. Play !HK, then !HA. East shows out. If you play another !H West will pull all the trumps and they will start winning !D tricks. Lots of !D tricks.\nSo don't lead the third !H. Leave West with his two master trumps and start playing !C winners. West will eventually ruff in with one of his high trumps and perhaps take a !D trick. But you have trump control and can get in again and reach dummy with a ruff to continue !Cs. All West can do is get his one more trump.\nClick NEXT to see the full deal. [NEXT]\n[RESET]\n[show NESW]\nWhen you have pulled a couple of rounds of trumps and the defenders hold a master trump it is usually good technique to leave it out. No sense using two of yours to get one of theirs.\nThis hand is much rarer - leaving TWO master trumps out. But you can see that it is the correct technique."
100Deals,deal017.html,17,BID+NEXT,S:A763 H:84 D:J76 C:A964,S:QJ98 H:QT3 D:A942 C:T7,S:K52 H:A96 D:KQ5 C:KQJ2,S:T4 H:KJ752 D:T83 C:853,East,South,pass 1C | pass 1S pass 2NT | pass 3NT pass pass | pass pass pass,3NT,South,H5,"[show S]\nYou are South and it is your bid. Decide what you would say, then click on <b>BID</b>. [BID 1!C]\nThis sure looks like an opening 1NT hand, except for one little thing - it is too strong. Make sure you open 1NT <b>ONLY</b> with hands containing 15-17 points. For this one you open 1!C. Partner responds 1!S. What do you bid next? [BID 2NT]\n[show NS]\nDo not support partner's Major suit response with only 3 cards. It is good to raise partner's Major suit <b>OPENING</b> with 3 trumps because he guarantees a 5-card suit. As a <b>RESPONSE</b> he only promises a 4-card suit, so you should have 4 in the suit to give immediate support.\nIn fact you have a perfect bid. With a balanced hand and 18-19 points you open 1 of a suit, then jump in Notrump. Holding 18 points you bid 2NT and partner raises to 3NT.\nSouth plays 3NT. West leads the !H5. East plays the !HQ.\nMake a Plan, then click NEXT. [NEXT]\n<b>South plays 3NT. West leads the !H5. East plays the !HQ.</b>\nWinner count: !S 2 : !H 1 : !D 0 : !C 4 : Total = 7\nYou need 2 more winners and they will come from the !D suit once you have forced out the !DA. There is a problem though. When the opponents get the lead with the !DA they might cash 4 !H tricks. Of course if it is East who wins the !DA and if he doesn't have a !H to play then all will be well. So you don't take your !HA on the first trick, nor do you take it on the second trick. At trick 3 you have no choice so you win your !HA. \nNow you can take your 4 !C tricks if you like. Then lead a !D honor. If they don't take their !DA on this trick you play another !D honor. One of the defenders will win this trick. If it is East you will make your contract, if it is West you will go down.\nClick NEXT to see the full deal. [NEXT]\n[RESET]\n[show NESW]\nVisualize what would happen if you played the !HA on the first or second trick. When you tried to establish !D tricks East would take the !DA and play a !H to West and you would go down 1. By waiting until the third round to take the !HA you exhaust East of his !Hs.\nNotice that if West was the one who had the !DA then you would go down despite your hold-up play. This PLAN is not a guarantee - but if you follow it you will make the contract 50% of the time. If you don't follow it you will make the contract 0% of the time."
100Deals,deal018.html,18,BID+NEXT,S:AQJ2 H:T742 D:T9 C:AQ4,S:K865 H:9 D:KQJ4 C:KJT7,S:3 H:AKQJ83 D:863 C:963,S:T974 H:65 D:A752 C:852,East,South,1D 1H | pass 4H pass pass | pass pass pass,4H,South,DA,"[show S]\nYou are South and it is your bid. Decide what you would say, then click on <b>BID</b>. [BID 1!H]\n[show NS]\nWith 12 points and an excellent suit you overcall 1!H.\nPartner raises to 4!H and everyone passes.\nSouth plays 4!H. West leads the !DA and the defense wins two high !Ds then switches to a trump.\nMake a Plan, then click NEXT. [NEXT]\n<b>South plays 4!H. West leads the !DA and the defense wins two high !Ds then switches to a trump.</b>\nLosers: !S 0 : !H 0 : !D 2 : !C 2 : Total = 4\nThe two !D losers are already lost, so you must eliminate a !C loser. If West has the !CK then a simple finesse will win the day. That would be a 50% chance, right? <b>WRONG!</b> That would be a 0% chance. You and partner hold 23 HCP. West has already produced 4 HCP with the !DA, and if he had 3 more that would mean East opened with only 10 points. Very doubtful.\nSo face it, East has the !CK.\nHowever, dummy has some nice !S cards. So you pull the last trump, play your !S3 to dummy's !SA, then lead the !SQ. If East puts on his !SK (which you know he must have) you ruff it. Then enter dummy with a !D ruff and discard the small !C on the good !SJ. If East doesn't play his !SK you discard your  !C loser immediately.\nClickfor the full deal. [NEXT]\n[RESET]\n[show NESW]\nIf you separate the bidding from the play in your mind you will too often miss clues that should be telling you that certain plans will or won't work.\nThis was a perfect example. After the opening lead it was easy to deduce that all the rest of the high cards had to be in the East hand."
100Deals,deal019.html,19,BID+NEXT,S:985 H:Q D:A7643 C:AT92,S:QT2 H:98743 D:T9 C:854,S:AK764 H:AJT D:8 C:KQJ7,S:J3 H:K652 D:KQJ52 C:63,South,South,1S | pass 3S pass 4NT | pass 5H pass 6S | pass pass pass,6S,South,DK,"[show S]\nYou are South and it is your bid. Decide what you would say, then click on <b>BID</b>. [BID 1!S]\nYou open 1!S and partner jumps to 3!S.\nWhat do you bid next? [BID 4NT]\n[show NS]\nWow. It looks like you might have a great fit. You bid 4NT and partner responds 5!H.\nWhat do you bid next?\nMake a Plan, then click NEXT. [NEXT]\nPartner shows 2 Aces so you bid 6!S.\nSouth plays 6!S. West leads the !DK.\nMake a Plan, then click NEXT. [NEXT]\n<b>South plays 6!S. West leads the !DK.</b>\nLosers: !S 1? : !H 1 : !D 0 : !C 0 : Total = 2?\nIf trumps don't split 3-2 you will definitely go down 1, so assume they do split. You could finesse East once in !Hs, or use a ruffing finesse on West, but the cleanest approach is just to ruff two !Hs in dummy. Of course you must do this before you pull trumps.\nWin the !DA in dummy. Play the !HQ to the !HA and ruff the !H10 with dummy's !S8. Play the !S5 to your !SA and ruff the !HJ with dummy's !S9.\nReturn to your hand with a !C and pull another round of trumps with your !SK. Leaving the master trump out start playing !C winners. Someone may ruff with their master trump but that's the only trick they will get.\nClick NEXT to see the full deal. [NEXT]\n[RESET]\n[show NESW]\nIt was very bold to bid this slam and North/South were fortunate to find a distribution where it could be made.\nBut that would have been all for nothing if South had not found the PLAN to make it."
100Deals,deal020.html,20,BID+NEXT+ROTATE,S:9764 H:K8 D:AT62 C:AQ3,S:QJT8 H:653 D:Q54 C:J74,S:K5 H:A94 D:K9873 C:KT5,S:A32 H:QJT72 D:J C:9862,South,South,1D | 1S pass 1NT | pass 3NT pass pass | pass pass pass,3NT,South,HQ,"[show S]\nYou are South and it is your bid. Decide what you would say, then click on <b>BID</b>. [BID pass]\nWith 13 points and 4 of partner's minor suit you may be tempted to say 2NT or 3!D. Both these temptations should be resisted - your first obligation is to show a 4-card Major if you have one. As poor as the suit is, you still respond 1!S. \nPartner comes back with 1NT. What do you bid now? (Hint: don't rebid the !Ss.) [BID pass]\n[show NS]\nPartner has 13/14 points and a balanced hand. You have 13 points and a balanced hand. How about 3NT?\nNorth would play 3NT.\nClick [ROTATE]\n[PLAY N:SK,N:S5,N:HA,N:H9,N:H4,N:DK,N:D9,N:D8,N:D7,N:D3,N:CK,N:CT,N:C5,S:S9,S:S7,S:S6,S:S4,S:HK,S:H8,S:DA,S:DT,S:D6,S:D2,S:CA,S:CQ,S:C3]\nSouth plays 3NT. West leads the !HQ. \nMake a Plan, then click NEXT. [NEXT]\n<b>South plays 3NT. West leads the !HQ.</b>\nWinner count: !S 0 : !H 2 : !D 2 : !C 3 : Total = 7\nYou need two more winners and you can almost surely get them in !Ds. In fact, if the suit splits 2-2 you could actually get three more winners. But the danger here is that if they <b>DON'T</b> split 2-2 and if East happens to win the third !D he might lead a !S. And that might lead to disaster!\nInstead, you allow for the possibility that !Ds may not split evenly and you make sure East (the Danger hand) doesn't get the lead. Win the !HK in dummy. Play the !DA, (which happens to draw the !DJ from West), then play a small !D and finesse with the !D9. If West can win the trick then the !Ds have split 2-2 and your other 3 !Ds are good. Most importantly though, West cannot lead a !S without giving you a trick with your !SK. If the finesse works, you make 5 !D tricks.\nClick NEXT to see the full deal. [NEXT]\n[RESET]\n[show NESW]\nSometimes good play is just visualizing what bad thing might happen.\nHere the bad thing would be for East to get the lead and play a !S. In this case you were able to avoid the bad situation by playing a suit differently than you might have done if there were no danger."
100Deals,deal021.html,21,BID+NEXT,S:74 H:K532 D:954 C:QJ83,S:QJ2 H:A764 D:JT73 C:T5,S:AK9865 H:9 D:AQ6 C:AK2,S:T3 H:QJT8 D:K82 C:9764,East,South,pass 2C | pass 2D pass 2S | pass 2NT pass 3S | pass 4S pass pass | pass pass pass,4S,South,HQ,"[show S]\nYou are South and it is your bid. Decide what you would say, then click on <b>BID</b>. [BID 2!C]\nWith 22 points you are too strong to open with a 1-bid.\nYou start with a forcing 2!C, partner responds 2!D. This is a ""waiting"" bid, showing 0-7 points. What do you bid now? [BID 2!S]\nNo need to jump. If you say anything other than 2NT partner is forced to bid again.\nYou bid 2!S and it is partner who says 2NT. What do you bid now?\nMake a Plan, then click NEXT. [NEXT]\n[show NS]\nAlways keep in mind that you don't need to bid the same values twice. Partner knows that you have 22 or more points and knows that you have a good !S suit. So all you do at this point is rebid your !Ss to show that it is a 6-card suit.\nYou bid 3!S and partner raises you to game.\nSouth plays 4!S. West leads the !HQ.\nMake a Plan, then click NEXT. [NEXT]\n<b>South plays 4!S. West leads the !HQ.</b>\nLosers: !S 1? : !H 1 : !D 2 : !C 0 : Total = 4?\nThat question mark means that if !Ss don't split 3-2 you will have 2 losers in which case the !D finesse will just have to work. However, the 3-2 split will probably occur, so you make your PLAN based on that.\nUnless West is a complete moron dummy's !HK is a goner no matter what you do. So you duck, then ruff the !HJ continuation. Next you play !SA, !SK, both defenders following. At this point one defender still holds the master !SQ and you must decide whether to leave it outstanding or force them to play it. \nWhen dummy has a side suit you want to run but no outside entries it usually pays to drive out the master trump. So you play another !S and East wins the !SQ. He now plays a !D and you hopefully play the !DQ, but West takes the !DK and plays another !D. You are now in control. Win the !DA and play 4 rounds of !Cs, discarding your !D loser. \nClick NEXT to see the full deal. [NEXT]\n[RESET]\n[show NESW]\nImagine you had NOT driven out the !SQ.\nYou would have played !CA, !C K, then a small !C to dummy's !CJ. East would ruff this with his !SQ and you would never be able to reach dummy's !CJ. You would be down 1, losing 1 !S, 1 !H and 2 !Ds."
100Deals,deal022.html,22,BID+NEXT,S:9873 H:964 D:A85 C:AKQ,S:KJ2 H:QJ72 D:73 C:T954,S:T654 H:AK3 D:9642 C:J8,S:AQ H:T85 D:KQJT C:7632,North,South,1C pass 1S | pass 2S pass pass | pass pass pass,2S,South,DK,"[show S]\nYou are South and it is your bid. Decide what you would say, then click on <b>BID</b>. [BID 1!S]\nThere are three legitimate choices, 1!D, 1!S or 1NT.\nYou should always show a Major suit if you can, even a poor one like this.\nYou bid 1!S. Partner says 2!S and it is your bid. [BID pass]\n[show NS]\nPartner has a minimum opener. You pass in a flash.\nSouth plays 2!S. West leads the !DK.\nMake a Plan, then click NEXT. [NEXT]\n<b>South plays 2!S. West leads the !DK.</b>\nLosers: !S 3? : !H 1 : !D 2 : !C 0 : Total = 6?\nYour !H loser can disappear on dummy's third !C.\nIf !Ss split 3-2 you can hold your losers in the suit to 3 as long as the defenders don't get a ruff. But if the defender with a doubleton trump happened to get a ruff then your trump losers would go to 4. You should lead trumps to try to prevent this.\nSo win the !DA and lead a !S. West will win and play 3 high !Ds. You ruff the third one in dummy. East may over-ruff, and if he does you can hope that he was the defender who started with 3 trumps. Suppose East now leads a !H. You win in your hand and play another trump, happily observing the !SK and !SA both fall. You win the rest of the tricks, discarding your !H loser on dummy's third !C.\nClick NEXT to see the full deal. [NEXT]\n[RESET]\n[show NESW]\nWhen the defenders have a lot of high trumps you have to try to make sure they fall on the same tricks.\nYou were a little lucky that the defender who got the ruff, East, was the one who started with 3 trumps."
100Deals,deal023.html,23,BID+NEXT,S:QT7 H:T5 D:Q72 C:AQT95,S:9542 H:A963 D:J83 C:K4,S:AK3 H:K4 D:AK65 C:J872,S:J86 H:QJ872 D:T94 C:63,South,South,1D | pass 2C pass 3NT | pass pass pass,3NT,South,H7,"[show S]\nYou are South and it is your bid. Decide what you would say, then click on <b>BID</b>. [BID 1!D]\nYou are too strong to open 1NT. With two 4-card minors the correct opening bid is 1!D. Partner responds 2!C.\nWhat do you bid now? [BID 3NT]\n[show NS]\nYou now need to make a jump bid. You <b>MIGHT</b> jump to 4!C but that would bypass what is probably your best game. Instead you just jump to 3NT. Partner doesn't <b>HAVE</b> to pass, but he does.\nSouth plays 3NT. West leads the !H7 East wins !HA and returns !H9.\nMake a Plan, then click NEXT. [NEXT]\n<b>South plays 3NT. West leads the !H7 East wins !HA and returns !H9.</b>\nWinner count: !S 3 : !H 1 : !D 3 : !C 1 : Total = 8\nYou have a <b>LOT</b> of points - but only 8 tricks. And you know that if you lose the lead there will be a deluge of !Hs on the table. !Cs is your best suit, and if the finesse works you will make 6. Of course if it fails you will go down. But there is one thing you should do before you stake everything on a 50% finesse. You should play 3 rounds of !Ds. If they split 3-3 you will have found your ninth trick and you won't risk the !C finesse.\nClick NEXT to see the full deal. [NEXT]\n[RESET]\n[show NESW]\nIf you try the !C finesse you will go down, losing 1 !C and 4 !Hs. If you take your 4 !D tricks and refuse to try the !C finesse you will make the contract.\nThe best thing about this plan is that when you test the !Ds, if it turns out they do not split 3-3 you can still try the !C finesse. "
